InvoiceNo,UnitPrice,OrderValue,Quantity,Country,InvoiceDate,InvoiceTime,Year-Month,Major Category,Minor Category,Description
543188,0.85,10.2,12,France,4/2/2011,11:45,2011-02,Household,Rugs,HOMEMADE JAM SCENTED CANDLES
540642,1.65,19.8,12,France,10/1/2011,13:22,2011-01,Clothes,Hats,CORONA MEXICAN TRAY
540642,4.95,14.85,3,France,10/1/2011,13:22,2011-01,Garden,Turf,CUSHION COVER PINK UNION JACK
579792,1.25,30,24,France,30/11/2011,15:43,2011-11,Clothes,Tops,LUNCH BAG WOODLAND
580705,4.95,19.8,4,France,5/12/2011,16:28,2011-12,Kitchen,Plates,COWBOYS AND INDIANS BIRTHDAY CARD
570672,0.85,8.5,10,France,11/10/2011,14:52,2011-10,Clothes,Hats,GIRAFFE WOODEN RULER
541120,1.25,15,12,France,14/1/2011,09:13,2011-01,Kitchen,Cooking Knives,VINTAGE CHRISTMAS GIFT BAG LARGE
566816,2.55,61.2,24,France,15/9/2011,10:53,2011-09,Kitchen,Scales,FELTCRAFT PRINCESS CHARLOTTE DOLL
555941,0.85,10.2,12,France,8/6/2011,10:10,2011-06,Garden,Rakes,FAIRY TALE COTTAGE NIGHT LIGHT
563288,0.42,10.5,25,France,15/8/2011,12:53,2011-08,Household,Rugs,SET OF 5 PANCAKE DAY MAGNETS
547504,1.95,15.6,8,France,23/3/2011,13:33,2011-03,Garden,Turf,SET OF 4 KNICK KNACK TINS LEAVES
552631,0.65,15.6,24,France,10/5/2011,12:55,2011-05,Clothes,Shoes,HEN HOUSE W CHICK STANDING
540239,1.25,15,12,France,5/1/2011,14:48,2011-01,Kitchen,Coasters,PACK OF 12 CIRCUS PARADE TISSUES
539050,2.1,2.1,1,France,15/12/2010,16:21,2010-12,Kitchen,Coasters,YELLOW GIANT GARDEN THERMOMETER
541120,1.95,15.6,8,France,14/1/2011,09:13,2011-01,Garden,Hoses,BLUE POLKADOT PLATE
577295,1.79,128.88,72,France,18/11/2011,12:46,2011-11,Clothes,Hats,SET OF 6 RIBBONS VINTAGE CHRISTMAS
570851,4.15,132.8,32,France,12/10/2011,14:46,2011-10,Kitchen,Scales,PINK & WHITE BREAKFAST TRAY
564670,18,108,6,France,26/8/2011,15:44,2011-08,Garden,Hoses,BLUE & WHITE BREAKFAST TRAY
547892,1.25,15,12,France,28/3/2011,10:15,2011-03,Kitchen,Bowls,PINK BUTTERFLY CUSHION COVER
544817,1.65,19.8,12,France,23/2/2011,16:44,2011-02,Household,Lamps,BIRDS MOBILE VINTAGE DESIGN
541121,2.95,44.25,15,France,14/1/2011,09:20,2011-01,Clothes,Hats,DINOSAUR KEYRINGS ASSORTED
552631,0.85,10.2,12,France,10/5/2011,12:55,2011-05,Kitchen,Coasters,CHILDRENS CUTLERY SPACEBOY
567640,1.95,15.6,8,France,21/9/2011,14:08,2011-09,Household,Chairs,MILK PAN RED RETROSPOT
575067,0.55,13.2,24,France,8/11/2011,12:45,2011-11,Kitchen,Bowls,PLASTERS IN TIN WOODLAND ANIMALS
565322,1.65,26.4,16,France,2/9/2011,13:15,2011-09,Garden,Rakes,FAIRY CAKE BIRTHDAY CANDLE SET
580536,18,54,3,France,4/12/2011,16:07,2011-12,Clothes,Shoes,BAKING SET 9 PIECE RETROSPOT
570672,1.45,17.4,12,France,11/10/2011,14:52,2011-10,Household,Rugs,RECYCLED ACAPULCO MAT PINK
568040,2.55,15.3,6,France,23/9/2011,12:09,2011-09,Kitchen,Coasters,HOLIDAY FUN LUDO
536370,0.42,10.08,24,France,1/12/2010,08:45,2010-12,Garden,Rakes,ASSORTED COLOUR LIZARD SUCTION HOOK
575193,1.65,16.5,10,France,9/11/2011,09:34,2011-11,Clothes,Tops,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
563288,4.95,39.6,8,France,15/8/2011,12:53,2011-08,Kitchen,Cutlery,GREEN POLKADOT BOWL
557734,0.65,31.2,48,France,22/6/2011,11:20,2011-06,Garden,Seeds,TOY TIDY SPACEBOY
547087,1.65,13.2,8,France,20/3/2011,15:58,2011-03,Garden,Seeds,RED RETROSPOT CHILDRENS UMBRELLA
540365,0.85,10.2,12,France,6/1/2011,16:12,2011-01,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES
570672,8.25,16.5,2,France,11/10/2011,14:52,2011-10,Kitchen,Bowls,ROUND SNACK BOXES SET OF4 WOODLAND
559607,3.75,15,4,France,11/7/2011,11:39,2011-07,Garden,Hoses,12 PENCILS TALL TUBE SKULLS
541138,1.65,19.8,12,France,14/1/2011,10:42,2011-01,Garden,Turf,RED RETROSPOT CAKE STAND
540463,1.65,9.9,6,France,7/1/2011,13:13,2011-01,Garden,Hoses,ICE CREAM SUNDAE LIP GLOSS
570672,2.08,12.48,6,France,11/10/2011,14:52,2011-10,Household,Rugs,PINK PARTY BAGS
555547,1.65,19.8,12,France,5/6/2011,13:13,2011-06,Clothes,Hats,LARGE HEART MEASURING SPOONS
568798,0.42,10.5,25,France,29/9/2011,10:23,2011-09,Kitchen,Cooking Knives,MINI PAINT SET VINTAGE
538008,10.95,21.9,2,France,9/12/2010,12:17,2010-12,Clothes,Tops,RED RETROSPOT OVEN GLOVE
555096,4.15,16.6,4,France,31/5/2011,13:32,2011-05,Kitchen,Plates,PACK OF 72 SKULL CAKE CASES
541631,0.65,7.8,12,France,20/1/2011,10:48,2011-01,Kitchen,Scales,SMALL HEART MEASURING SPOONS
545301,1.25,30,24,France,1/3/2011,12:26,2011-03,Garden,Seeds,CLASSIC FRENCH STYLE BASKET NATURAL
552315,0.42,5.04,12,France,8/5/2011,16:10,2011-05,Garden,Hoses,CHILDRENS APRON SPACEBOY DESIGN
570672,1.25,10,8,France,11/10/2011,14:52,2011-10,Clothes,Tops,CHARLOTTE BAG PINK POLKADOT
575067,4.95,44.55,9,France,8/11/2011,12:45,2011-11,Garden,Seeds,RED RETROSPOT CHARLOTTE BAG
560398,0.39,9.36,24,France,18/7/2011,14:10,2011-07,Garden,Hoses,WATERING CAN GREEN DINOSAUR
541567,0.85,17,20,France,19/1/2011,11:51,2011-01,Household,Lamps,LUNCH BAG SPACEBOY DESIGN
575692,1.25,2.5,2,France,10/11/2011,16:27,2011-11,Kitchen,Coasters,MEASURING TAPE BABUSHKA BLUE
543484,0.42,10.5,25,France,9/2/2011,10:11,2011-02,Garden,Turf,POSTAGE
578736,1.79,214.8,120,France,25/11/2011,11:33,2011-11,Kitchen,Cooking Knives,SET/2 RED RETROSPOT TEA TOWELS
570841,18,36,2,France,12/10/2011,14:18,2011-10,Household,Curtains,MIRRORED WALL ART POPPIES
541138,0.85,20.4,24,France,14/1/2011,10:42,2011-01,Kitchen,Cooking Knives,LUNCH BAG SPACEBOY DESIGN
574506,8.25,8.25,1,France,4/11/2011,13:24,2011-11,Household,Chairs,BLUE 3 PIECE POLKADOT CUTLERY SET
565931,2.25,18,8,France,8/9/2011,10:35,2011-09,Clothes,Shoes,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
553208,2.08,24.96,12,France,16/5/2011,09:10,2011-05,Kitchen,Scales,ROUND SNACK BOXES SET OF4 WOODLAND
573402,0.83,9.96,12,France,30/10/2011,15:44,2011-10,Clothes,Tops,APPLE BATH SPONGE
554097,2.95,17.7,6,France,22/5/2011,13:01,2011-05,Garden,Rakes,RECYCLED ACAPULCO MAT GREEN
556886,1.25,30,24,France,15/6/2011,12:34,2011-06,Clothes,Tops,RED RETROSPOT CUP
546428,1.25,15,12,France,13/3/2011,14:55,2011-03,Household,Lamps,36 PENCILS TUBE WOODLAND
545515,0.85,10.2,12,France,3/3/2011,12:06,2011-03,Garden,Turf,PACK OF 60 MUSHROOM CAKE CASES
575747,3.25,19.5,6,France,11/11/2011,10:19,2011-11,Clothes,Tops,RETROSPOT HEART HOT WATER BOTTLE
554648,2.08,20.8,10,France,25/5/2011,12:44,2011-05,Household,Lamps,BLUE POLKADOT CUP
542904,1.65,39.6,24,France,1/2/2011,14:58,2011-02,Clothes,Hats,RED RETROSPOT BOWL
553411,1.65,16.5,10,France,17/5/2011,09:28,2011-05,Garden,Rakes,JUMBO BAG ALPHABET
542629,1.25,60,48,France,31/1/2011,09:57,2011-01,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES
575747,1.25,30,24,France,11/11/2011,10:19,2011-11,Garden,Rakes,BROWN CHECK CAT DOORSTOP
574918,0.65,14.3,22,France,7/11/2011,16:31,2011-11,Garden,Seeds,GLASS JAR DIGESTIVE BISCUITS
564173,4.15,24.9,6,France,23/8/2011,14:23,2011-08,Garden,Seeds,JUMBO BAG DOILEY PATTERNS
541120,2.95,35.4,12,France,14/1/2011,09:13,2011-01,Household,Chairs,ROSES REGENCY TEACUP AND SAUCER
576927,4.15,16.6,4,France,17/11/2011,11:02,2011-11,Garden,Seeds,ANTIQUE SILVER TEA GLASS ENGRAVED
569568,4.95,19.8,4,France,5/10/2011,09:57,2011-10,Kitchen,Cooking Knives,RETRO MOD TRAY
574104,4.95,39.6,8,France,3/11/2011,10:45,2011-11,Garden,Turf,JUMBO BAG DOLLY GIRL DESIGN
552631,0.42,10.08,24,France,10/5/2011,12:55,2011-05,Garden,Turf,RED RETROSPOT PUDDING BOWL
554940,2.1,25.2,12,France,27/5/2011,13:49,2011-05,Garden,Rakes,PACK OF 20 SPACEBOY NAPKINS
581587,4.15,16.6,4,France,9/12/2011,12:50,2011-12,Garden,Hoses,DOTCOM POSTAGE
541567,0.85,8.5,10,France,19/1/2011,11:51,2011-01,Kitchen,Coasters,WRAP ENGLISH ROSE
540365,0.85,20.4,24,France,6/1/2011,16:12,2011-01,Clothes,Shoes,WOOD STAMP SET THANK YOU
570724,1.25,15,12,France,12/10/2011,11:22,2011-10,Garden,Hoses,GREEN POLKADOT BOWL
579345,4.95,14.85,3,France,29/11/2011,11:46,2011-11,Garden,Seeds,TOY TIDY SPACEBOY
565854,4.15,33.2,8,France,7/9/2011,13:22,2011-09,Kitchen,Bowls,RED RETROSPOT CHILDRENS UMBRELLA
574093,2.1,12.6,6,France,3/11/2011,09:43,2011-11,Garden,Hoses,PACK OF 60 SPACEBOY CAKE CASES
544069,2.95,17.7,6,France,15/2/2011,14:17,2011-02,Clothes,Shoes,ROUND SNACK BOXES SET OF4 WOODLAND
564897,1.79,515.52,288,France,31/8/2011,11:22,2011-08,Garden,Turf,12 PENCILS TALL TUBE SKULLS
565930,1.25,20,16,France,8/9/2011,10:32,2011-09,Kitchen,Cutlery,RED RETROSPOT CAKE STAND
542629,2.1,25.2,12,France,31/1/2011,09:57,2011-01,Kitchen,Coasters,ICE CREAM SUNDAE LIP GLOSS
551544,0.85,20.4,24,France,3/5/2011,09:33,2011-05,Kitchen,Cooking Knives,PINK PARTY BAGS
539727,18,18,1,France,21/12/2010,14:26,2010-12,Household,Rugs,LARGE HEART MEASURING SPOONS
566115,0.42,5.04,12,France,9/9/2011,10:51,2011-09,Clothes,Hats,MINI PAINT SET VINTAGE
547194,1.65,4.95,3,France,21/3/2011,12:42,2011-03,Kitchen,Coasters,RED RETROSPOT OVEN GLOVE
559704,18,72,4,France,12/7/2011,09:54,2011-07,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES
568040,0.85,8.5,10,France,23/9/2011,12:09,2011-09,Kitchen,Cutlery,SMALL HEART MEASURING SPOONS
563926,0.29,13.92,48,France,21/8/2011,14:42,2011-08,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL
556526,4.15,33.2,8,France,13/6/2011,11:33,2011-06,Kitchen,Cooking Knives,CHILDRENS APRON SPACEBOY DESIGN
573891,5.95,35.7,6,France,1/11/2011,13:56,2011-11,Garden,Hoses,CHARLOTTE BAG PINK POLKADOT
547492,1.25,30,24,France,23/3/2011,12:06,2011-03,Garden,Seeds,RED RETROSPOT CHARLOTTE BAG
547194,4.95,14.85,3,France,21/3/2011,12:42,2011-03,Clothes,Hats,WATERING CAN GREEN DINOSAUR
567552,0.82,8.2,10,France,21/9/2011,10:40,2011-09,Garden,Rakes,LUNCH BAG SPACEBOY DESIGN
574501,0.12,0.36,3,France,4/11/2011,13:15,2011-11,Garden,Seeds,MEASURING TAPE BABUSHKA BLUE
547504,2.1,75.6,36,France,23/3/2011,13:33,2011-03,Clothes,Tops,POSTAGE
574252,8.5,17,2,France,3/11/2011,13:24,2011-11,Kitchen,Scales,SET/2 RED RETROSPOT TEA TOWELS
575629,0.83,9.96,12,France,10/11/2011,13:34,2011-11,Household,Curtains,MIRRORED WALL ART POPPIES
547194,0.42,0.42,1,France,21/3/2011,12:42,2011-03,Garden,Turf,LUNCH BAG SPACEBOY DESIGN
551539,0.85,40.8,48,France,3/5/2011,08:40,2011-05,Kitchen,Scales,BLUE 3 PIECE POLKADOT CUTLERY SET
547892,1.65,16.5,10,France,28/3/2011,10:15,2011-03,Clothes,Tops,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
542535,8.95,44.75,5,France,28/1/2011,13:37,2011-01,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND
548737,2.55,15.3,6,France,4/4/2011,11:18,2011-04,Kitchen,Bowls,RECYCLED ACAPULCO MAT GREEN
576672,1.65,49.5,30,France,16/11/2011,11:59,2011-11,Household,Rugs,RED RETROSPOT CUP
556463,0.19,68.4,360,France,12/6/2011,10:47,2011-06,Garden,Hoses,36 PENCILS TUBE WOODLAND
540178,0.42,5.04,12,France,5/1/2011,12:42,2011-01,Household,Rugs,PACK OF 60 MUSHROOM CAKE CASES
563926,1.25,12.5,10,France,21/8/2011,14:42,2011-08,Clothes,Hats,RETROSPOT HEART HOT WATER BOTTLE
577344,18,18,1,France,18/11/2011,15:14,2011-11,Kitchen,Bowls,BLUE POLKADOT CUP
562275,1.25,10,8,France,4/8/2011,10:04,2011-08,Household,Curtains,RED RETROSPOT BOWL
566256,0.39,4.68,12,France,11/9/2011,12:27,2011-09,Garden,Rakes,JUMBO BAG ALPHABET
541631,2.1,25.2,12,France,20/1/2011,10:47,2011-01,Garden,Seeds,HOMEMADE JAM SCENTED CANDLES
542629,2.55,30.6,12,France,31/1/2011,09:57,2011-01,Clothes,Tops,BROWN CHECK CAT DOORSTOP
559704,1.25,10,8,France,12/7/2011,09:54,2011-07,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS
548496,0.85,20.4,24,France,31/3/2011,13:40,2011-03,Clothes,Hats,JUMBO BAG DOILEY PATTERNS
553577,2.55,30.6,12,France,18/5/2011,10:34,2011-05,Garden,Rakes,ROSES REGENCY TEACUP AND SAUCER
539050,1.25,1.25,1,France,15/12/2010,16:21,2010-12,Kitchen,Cutlery,ANTIQUE SILVER TEA GLASS ENGRAVED
579708,1.65,16.5,10,France,30/11/2011,14:16,2011-11,Household,Lamps,RETRO MOD TRAY
552826,7.95,15.9,2,France,11/5/2011,13:20,2011-05,Clothes,Hats,JUMBO BAG DOLLY GIRL DESIGN
567618,2.08,20.8,10,France,21/9/2011,12:26,2011-09,Household,Curtains,RED RETROSPOT PUDDING BOWL
556816,0.85,17,20,France,15/6/2011,09:01,2011-06,Kitchen,Coasters,PACK OF 20 SPACEBOY NAPKINS
569699,1.25,2.5,2,France,5/10/2011,15:52,2011-10,Kitchen,Coasters,DOTCOM POSTAGE
564670,1.65,19.8,12,France,26/8/2011,15:44,2011-08,Household,Chairs,WRAP ENGLISH ROSE
555096,2.08,20.8,10,France,31/5/2011,13:32,2011-05,Kitchen,Cutlery,WOOD STAMP SET THANK YOU
540239,1.25,15,12,France,5/1/2011,14:48,2011-01,Kitchen,Scales,GREEN POLKADOT BOWL
567910,18,18,1,France,22/9/2011,16:58,2011-09,Garden,Seeds,TOY TIDY SPACEBOY
580986,0.21,5.04,24,France,6/12/2011,16:34,2011-12,Garden,Rakes,RED RETROSPOT CHILDRENS UMBRELLA
538093,1.65,19.8,12,France,9/12/2010,14:49,2010-12,Clothes,Tops,PACK OF 60 SPACEBOY CAKE CASES
538093,0.85,10.2,12,France,9/12/2010,14:49,2010-12,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND
578541,6.75,13.5,2,France,24/11/2011,15:01,2011-11,Garden,Rakes,12 PENCILS TALL TUBE SKULLS
579792,1.25,10,8,France,30/11/2011,15:43,2011-11,Household,Curtains,RED RETROSPOT CAKE STAND
576941,2.08,20.8,10,France,17/11/2011,11:34,2011-11,Garden,Rakes,ICE CREAM SUNDAE LIP GLOSS
560398,6.75,67.5,10,France,18/7/2011,14:10,2011-07,Household,Rugs,PINK PARTY BAGS
547892,3.75,15,4,France,28/3/2011,10:15,2011-03,Clothes,Hats,LARGE HEART MEASURING SPOONS
546373,0.65,15.6,24,France,11/3/2011,12:00,2011-03,Kitchen,Plates,MINI PAINT SET VINTAGE
555531,1.95,163.8,84,France,5/6/2011,11:53,2011-06,Garden,Hoses,RED RETROSPOT OVEN GLOVE
580705,4.15,16.6,4,France,5/12/2011,16:28,2011-12,Household,Chairs,GYMKHANA TREASURE BOOK BOX
568953,0.85,40.8,48,France,29/9/2011,15:31,2011-09,Household,Rugs,SET OF 5 LUCKY CAT MAGNETS
573153,2.55,244.8,96,France,28/10/2011,07:39,2011-10,Clothes,Tops,6 GIFT TAGS VINTAGE CHRISTMAS
544355,0.65,7.8,12,France,18/2/2011,10:53,2011-02,Garden,Hoses,RED HEART SHAPE LOVE BUCKET
553843,4.15,16.6,4,France,19/5/2011,12:29,2011-05,Household,Lamps,JUNGLE POPSICLES ICE LOLLY MOULDS
561795,3.25,19.5,6,France,29/7/2011,13:28,2011-07,Clothes,Tops,BASKET OF TOADSTOOLS
545051,18,18,1,France,27/2/2011,11:58,2011-02,Household,Lamps,SMALL POPCORN HOLDER
561795,0.42,10.5,25,France,29/7/2011,13:28,2011-07,Clothes,Hats,CARDHOLDER GINGHAM CHRISTMAS TREE
552851,0.42,5.04,12,France,11/5/2011,15:07,2011-05,Household,Chairs,JUMBO STORAGE BAG SUKI
579345,18,72,4,France,29/11/2011,11:46,2011-11,Household,Lamps,5 HOOK HANGER RED MAGIC TOADSTOOL
580160,0.42,8.4,20,France,2/12/2011,10:47,2011-12,Clothes,Hats,PINK REGENCY TEACUP AND SAUCER
556924,1.95,46.8,24,France,15/6/2011,14:14,2011-06,Household,Lamps,WHITE HEART CONFETTI IN TUBE
543484,1.95,19.5,10,France,9/2/2011,10:11,2011-02,Garden,Hoses,ALARM CLOCK BAKELIKE RED
566163,3.75,30,8,France,9/9/2011,11:48,2011-09,Garden,Seeds,LUNCH BAG SUKI  DESIGN
547892,1.65,19.8,12,France,28/3/2011,10:15,2011-03,Clothes,Tops,TRADITIONAL WOODEN SKIPPING ROPE
555547,2.55,15.3,6,France,5/6/2011,13:13,2011-06,Clothes,Shoes,DOORMAT UNION FLAG
564479,1.65,19.8,12,France,25/8/2011,13:12,2011-08,Clothes,Shoes,UNION STRIPE WITH FRINGE  HAMMOCK
551539,0.85,17,20,France,3/5/2011,08:40,2011-05,Clothes,Hats,SPOTTY BUNTING
555569,2.95,17.7,6,France,5/6/2011,15:29,2011-06,Kitchen,Cooking Knives,MODERN FLORAL STATIONERY SET
550661,3.75,15,4,France,20/4/2011,09:20,2011-04,Clothes,Tops,ASSORTED COLOUR MINI CASES
540976,2.95,17.7,6,France,12/1/2011,15:00,2011-01,Kitchen,Plates,RED SPOTTY BISCUIT TIN
564531,0.42,5.04,12,France,25/8/2011,15:04,2011-08,Garden,Rakes,SET OF 6 TEA TIME BAKING CASES
576672,0.85,51,60,France,16/11/2011,11:59,2011-11,Kitchen,Cutlery,DOLLY HONEYCOMB GARLAND
580986,0.39,4.68,12,France,6/12/2011,16:34,2011-12,Garden,Turf,VINTAGE CHRISTMAS STOCKING
570724,11.95,23.9,2,France,12/10/2011,11:22,2011-10,Clothes,Shoes,SQUARECUSHION COVER PINK UNION FLAG
561040,2.95,17.7,6,Australia,24/7/2011,12:05,2011-07,Household,Lamps,WRAP ALPHABET DESIGN
568695,1.65,39.6,24,Australia,28/9/2011,14:55,2011-09,Garden,Seeds,BLUE POLKADOT PLATE
569650,3.39,169.5,50,Australia,5/10/2011,12:44,2011-10,Household,Curtains,BLUE CHARLIE+LOLA PERSONAL DOORSIGN
540700,1.65,16.5,10,Australia,11/1/2011,09:47,2011-01,Garden,Rakes,FAIRY TALE COTTAGE NIGHT LIGHT
565146,1.45,208.8,144,Australia,1/9/2011,13:51,2011-09,Kitchen,Scales,MINI PAINT SET VINTAGE
554126,6.75,67.5,10,Australia,23/5/2011,09:14,2011-05,Kitchen,Plates,STORAGE TIN VINTAGE DOILY
567085,7.95,15.9,2,Australia,16/9/2011,12:38,2011-09,Garden,Rakes,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
567085,4.95,14.85,3,Australia,16/9/2011,12:38,2011-09,Clothes,Shoes,REGENCY MILK JUG PINK
556917,1.25,90,72,Australia,15/6/2011,13:37,2011-06,Household,Curtains,CARD CIRCUS PARADE
547659,7.95,15.9,2,Australia,24/3/2011,13:05,2011-03,Household,Lamps,REGENCY SUGAR BOWL GREEN
543989,3.25,312,96,Australia,15/2/2011,09:52,2011-02,Household,Rugs,SMALL HEART MEASURING SPOONS
559919,1.04,399.36,384,Australia,13/7/2011,15:30,2011-07,Kitchen,Cutlery,CLASSIC FRENCH STYLE BASKET NATURAL
567085,1.65,19.8,12,Australia,16/9/2011,12:38,2011-09,Kitchen,Plates,CHILDRENS APRON SPACEBOY DESIGN
560033,2.55,30.6,12,Australia,14/7/2011,13:28,2011-07,Clothes,Tops,CHARLOTTE BAG PINK POLKADOT
545065,6.75,27,4,Australia,27/2/2011,14:43,2011-02,Household,Rugs,RED RETROSPOT CHARLOTTE BAG
543989,0.34,68,200,Australia,15/2/2011,09:52,2011-02,Clothes,Shoes,WATERING CAN GREEN DINOSAUR
545475,1.45,139.2,96,Australia,3/3/2011,10:59,2011-03,Clothes,Shoes,LUNCH BAG SPACEBOY DESIGN
553546,0.38,36.48,96,Australia,17/5/2011,15:42,2011-05,Household,Curtains,MEASURING TAPE BABUSHKA BLUE
576394,1.65,158.4,96,Australia,15/11/2011,10:32,2011-11,Kitchen,Scales,POSTAGE
565145,0.55,633.6,1152,Australia,1/9/2011,13:50,2011-09,Garden,Seeds,SET/2 RED RETROSPOT TEA TOWELS
568145,2.89,52.02,18,Australia,25/9/2011,11:30,2011-09,Clothes,Hats,MIRRORED WALL ART POPPIES
545475,4.25,510,120,Australia,3/3/2011,10:59,2011-03,Kitchen,Bowls,LUNCH BAG SPACEBOY DESIGN
560473,3.25,13,4,Australia,19/7/2011,10:42,2011-07,Kitchen,Bowls,BLUE 3 PIECE POLKADOT CUTLERY SET
543989,0.36,51.84,144,Australia,15/2/2011,09:52,2011-02,Kitchen,Coasters,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
560473,4.15,16.6,4,Australia,19/7/2011,10:42,2011-07,Household,Chairs,ROUND SNACK BOXES SET OF4 WOODLAND
569722,2.08,41.6,20,Australia,6/10/2011,09:31,2011-10,Household,Rugs,APPLE BATH SPONGE
563614,1.65,237.6,144,Australia,18/8/2011,08:51,2011-08,Kitchen,Scales,RECYCLED ACAPULCO MAT GREEN
553546,1.45,69.6,48,Australia,17/5/2011,15:42,2011-05,Household,Lamps,RED RETROSPOT CUP
543376,2.95,53.1,18,Australia,7/2/2011,15:10,2011-02,Garden,Hoses,36 PENCILS TUBE WOODLAND
576394,0.72,69.12,96,Australia,15/11/2011,10:32,2011-11,Clothes,Shoes,PACK OF 60 MUSHROOM CAKE CASES
556917,0.34,136,400,Australia,15/6/2011,13:37,2011-06,Kitchen,Bowls,RETROSPOT HEART HOT WATER BOTTLE
540267,3.39,271.2,80,Australia,6/1/2011,11:12,2011-01,Household,Lamps,BLUE POLKADOT CUP
569723,2.08,20.8,10,Australia,6/10/2011,09:32,2011-10,Garden,Seeds,RED RETROSPOT BOWL
578459,0.19,18.24,96,Australia,24/11/2011,12:30,2011-11,Garden,Rakes,JUMBO BAG ALPHABET
556917,1.25,120,96,Australia,15/6/2011,13:37,2011-06,Kitchen,Cooking Knives,HOMEMADE JAM SCENTED CANDLES
539419,2.95,147.5,50,Australia,17/12/2010,14:10,2010-12,Kitchen,Bowls,BROWN CHECK CAT DOORSTOP
547659,5.95,47.6,8,Australia,24/3/2011,13:05,2011-03,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS
563179,1.65,16.5,10,Australia,12/8/2011,14:19,2011-08,Kitchen,Cutlery,JUMBO BAG DOILEY PATTERNS
545475,0.36,51.84,144,Australia,3/3/2011,10:59,2011-03,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER
553546,1.65,237.6,144,Australia,17/5/2011,15:42,2011-05,Clothes,Hats,ANTIQUE SILVER TEA GLASS ENGRAVED
563614,1.04,124.8,120,Australia,18/8/2011,08:51,2011-08,Household,Rugs,RETRO MOD TRAY
545475,3.39,488.16,144,Australia,3/3/2011,10:59,2011-03,Clothes,Hats,JUMBO BAG DOLLY GIRL DESIGN
568708,1.95,23.4,12,Australia,28/9/2011,15:41,2011-09,Clothes,Tops,RED RETROSPOT PUDDING BOWL
556917,1.85,222,120,Australia,15/6/2011,13:37,2011-06,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS
556917,3.75,180,48,Australia,15/6/2011,13:37,2011-06,Household,Rugs,DOTCOM POSTAGE
540267,0.37,44.4,120,Australia,6/1/2011,11:12,2011-01,Household,Curtains,WRAP ENGLISH ROSE
545475,0.25,108,432,Australia,3/3/2011,10:59,2011-03,Clothes,Tops,WOOD STAMP SET THANK YOU
553546,4.95,178.2,36,Australia,17/5/2011,15:42,2011-05,Kitchen,Plates,GREEN POLKADOT BOWL
540267,1.45,139.2,96,Australia,6/1/2011,11:12,2011-01,Kitchen,Plates,TOY TIDY SPACEBOY
563614,2.49,179.28,72,Australia,18/8/2011,08:51,2011-08,Kitchen,Plates,RED RETROSPOT CHILDRENS UMBRELLA
553148,2.95,11.8,4,Hong Kong,13/5/2011,14:09,2011-05,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES
553148,2.95,11.8,4,Hong Kong,13/5/2011,14:09,2011-05,Household,Rugs,ROUND SNACK BOXES SET OF4 WOODLAND
553148,1.95,11.7,6,Hong Kong,13/5/2011,14:09,2011-05,Household,Rugs,12 PENCILS TALL TUBE SKULLS
553148,5.95,17.85,3,Hong Kong,13/5/2011,14:09,2011-05,Garden,Rakes,RED RETROSPOT CAKE STAND
571652,0.21,7.56,36,Hong Kong,18/10/2011,12:17,2011-10,Household,Rugs,ICE CREAM SUNDAE LIP GLOSS
564087,4.15,99.6,24,Hong Kong,23/8/2011,09:38,2011-08,Kitchen,Cooking Knives,PINK PARTY BAGS
549738,3.75,45,12,Hong Kong,12/4/2011,09:28,2011-04,Household,Lamps,LARGE HEART MEASURING SPOONS
541975,1.65,59.4,36,Hong Kong,24/1/2011,14:24,2011-01,Garden,Rakes,MINI PAINT SET VINTAGE
571652,3.75,15,4,Hong Kong,18/10/2011,12:17,2011-10,Household,Curtains,RED RETROSPOT OVEN GLOVE
571652,4.95,14.85,3,Hong Kong,18/10/2011,12:17,2011-10,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES
564087,8.25,66,8,Hong Kong,23/8/2011,09:38,2011-08,Kitchen,Cooking Knives,SMALL HEART MEASURING SPOONS
571652,3.75,15,4,Hong Kong,18/10/2011,12:17,2011-10,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL
571652,0.42,10.08,24,Hong Kong,18/10/2011,12:17,2011-10,Clothes,Hats,CHILDRENS APRON SPACEBOY DESIGN
564087,4.95,39.6,8,Hong Kong,23/8/2011,09:38,2011-08,Clothes,Hats,CHARLOTTE BAG PINK POLKADOT
